id,rid,grad_yr,type,type2,parent,degree,major,spouse_type,spouse_type2,median_income,re_val,title,affinity,latest_date,pldg_blc,cons_giving,fy16,fy15,fy14,ttl_giving,low_rating,high_rating
83943,84086,1978,I     ,A     , ,BA    ,Art,      ,      ,38416,20900,Postal Clerk                                      ,2, ,0,0,0,0,0,0,1000,10000
84022,84024,1976,I     ,A     , ,BA    ,English Language and Literature,      ,      ,34804,74900,Teacher                                           ,2, ,0,0,0,0,0,0,1000,10000
84069,84286,1975,I     ,A     ,Parent,BS    ,Group SS Soc,I     ,P     ,45773,60800,Self-Employed                                     ,1, ,0,0,0,0,0,0,10000,50000
84152,84194,1976,I     ,A     ,Parent,BS    ,Group SS Soc,      ,      ,44188,61483,Tchr /Coach                                       ,5,11/13/2009,0,0,0,0,0,490,2500,4999
84242,84360,1972,I     ,A     , ,BPH   ,Environmental Studies,      ,      ,49067,328300,Doctor of Chiropractic                            ,2, ,0,0,0,0,0,0,10000,50000
84327,84333,1970,I     ,A     , ,BS    ,Business General,I     ,A     ,80044,539874,Attorney                                          ,2,12/8/1989,0,0,0,0,0,400,5000,9999
84434,84590,1976,I     ,A     ,Parent,BS    ,Legal Administration,I     ,A     ,84118,218480,Atty                                              ,8,4/8/2009,0,0,0,0,600,4300,10000,50000
84523,84582,1977,I     ,A     ,Parent,BS    ,Biology,      ,      ,70507,273000,Operations Supervisor                             ,4, ,0,0,0,0,0,0,10000,50000
84527,84598,1970,I     ,A     , ,BS    ,GRO Soc Science,I     ,A     ,25948,93100,Elem  Teacher                                     ,8, ,0,0,0,0,0,0,1000,10000
84528,84617,1968,I     ,A     , ,BA    ,GRP SS Hist,I     ,A     ,25948,93100,Retired Teacher                                   ,7, ,0,0,0,0,0,0,1000,10000
84567,84630,1973,I     ,A     , ,BS    ,Computer Science,      ,      ,32259,60600,Computer Analyst                                  ,0, ,0,0,0,0,0,0,10000,50000
84578,84746,1968,I     ,A     ,Parent,BA    ,GRO Soc Science,      ,      ,70507,329400,Sixth Grade Teacher                               ,2, ,0,0,0,0,0,0,10000,50000
84580,84817,1972,I     ,A     ,Parent,BA    ,English Language and Literature,      ,      ,37453,215500,Teacher                                           ,3, ,0,0,0,0,0,0,10000,50000
84614,84737,1971,I     ,A     , ,BS    ,Psychology,      ,      ,60795,332645,                                                  ,0, ,0,0,0,0,0,0,10000,50000
84630,84816,1971,I     ,A     , ,BS    ,Psychology,      ,      ,39377,64100,Human Resources Mgr                               ,2, ,0,0,0,0,0,0,10000,50000
84659,84708,1976,I     ,A     , ,BS    ,GRP SS Pol Sci,      ,      ,45780,151388,Admin. Supervisor                                 ,0, ,0,0,0,0,0,0,10000,50000
84744,84970,1979,I     ,A     ,Parent,BSN   ,Nursing,I     ,P     ,47522,159993,Nurse                                             ,1, ,0,0,0,0,0,0,10000,50000
84752,84792,1977,I     ,A     ,Parent,BS    ,Chemistry,I     ,A     ,42926,540500,Mgr. of Quality Assurance                         ,1, ,0,0,0,0,0,0,10000,50000
84839,84923,1973,I     ,A     , ,BS    ,GRP SS Phil,      ,      ,34274,113500,Self employed                                     ,1, ,0,0,0,0,0,0,1000,10000
84871,85036,1971,I     ,A     ,Parent,BA    ,French,      ,      ,34804,37500,Parish Administrator                              ,1, ,0,0,0,0,0,0,1000,10000
84894,84948,1972,I     ,A     , ,BS    ,Art,      ,      ,50147,255000,                                                  ,0, ,0,0,0,0,0,0,10000,50000
84908,84975,1971,I     ,A     ,Parent,BS    ,Physical Education,      ,      ,80434,546200,Teacher                                           ,2, ,0,0,0,0,0,0,10000,50000
84918,85137,1973,I     ,A     , ,BA    ,Philosophy,I     ,A     ,54592,95000,                                                  ,0, ,0,0,0,0,0,0,10000,50000
84932,85001,1967,I     ,A     , ,BA    ,Mathematics,      ,      ,76216,180200,Retired                                           ,0,10/15/2008,0,0,0,0,0,150,10000,50000
85063,85176,1989,I     ,A     , ,BSN   ,Nursing - RN,      ,      ,55297,285800,Medical Services Mgr.                             ,2, ,0,0,0,0,0,0,10000,50000
85069,85267,1975,I     ,A     , ,BS    ,Environmental Studies,I     ,A     ,74626,208400,                                                  ,0,11/30/2005,0,0,0,0,0,125,10000,50000
85070,85287,1973,I     ,A     ,Parent,BS    ,GRP SS Pol Sci,      ,      ,52813,89008,Special Education Teacher                         ,3,11/8/2009,0,0,0,0,0,775,10000,50000
85080,85223,1971,I     ,A     , ,BS    ,GRO Soc Science,I     ,I     ,80434,227077,VP of Human Resources        ,13,10/2/2015,0,22,500,500,500,7611,10000,50000
85081,85150,1983,I     ,A     , ,BS    ,Political Science,      ,      ,41693,69900,Attorney                                          ,2, ,0,0,0,0,0,0,10000,50000
85095,85334,1973,I     ,A     , ,BA    ,Economics,      ,      ,58125,268800,                                                  ,0, ,0,0,0,0,0,0,10000,50000
85097,85122,1980,I     ,A     , ,BBA   ,Accounting,      ,      ,70507,472400,                                                  ,6,5/12/2004,0,0,0,0,0,340,10000,50000
85300,85456,1971,I     ,A     , ,BS    ,Group SCI Math,I     ,I     ,68306,338629,                                                  ,0,2/27/2003,0,0,0,0,0,500,50000,100000
85350,85493,1972,I     ,A     , ,BA    ,Anthropology,I     ,A     ,51502,49500,Research Associate                                ,5,11/12/2015,0,0,100,0,100,1600,10000,50000
85488,85495,1975,I     ,A     ,Parent,BS    ,GRP SS Hist,      ,      ,42926,43500,                                                  ,1,9/27/2007,0,0,0,0,0,40,1000,10000
85517,85548,1974,I     ,A     , ,BS    ,Physical Education,      ,      ,49067,170200,                                                  ,1, ,0,0,0,0,0,0,10000,50000
85594,85747,1975,I     ,A     , ,BBA   ,Business General,      ,      ,53356,125000,VP/Branch Manager                                 ,1, ,0,0,0,0,0,0,10000,50000
85633,85856,1973,I     ,A     ,Parent,BS    ,Biology,I     ,A     ,37453,257100,                                                  ,2,10/7/2012,0,0,0,0,0,5200,10000,50000
85683,85684,1974,I     ,A     , ,BS    ,Biology,I     ,A     ,41818,127500,Bio. & Chem. Teacher                              ,1, ,0,0,0,0,0,0,1000,10000
85721,85938,1973,I     ,A     , ,BPH   ,Environmental Studies,      ,      ,33058,88817,Director of Counseling                            ,1, ,0,0,0,0,0,0,10000,50000
85738,85834,1975,I     ,A     , ,BS    ,Group SS Soc,      ,      ,51830,158200,                                                  ,0, ,0,0,0,0,0,0,10000,50000
85812,86035,1967,I     ,A     ,Parent,BA    ,Sociology,      ,      ,57859,143200,Retired Police Officer,1, ,0,0,0,0,0,0,10000,50000
85833,85861,1974,I     ,A     , ,BA    ,Group SS Soc,      ,      ,52852,148500,Elementary Teacher                                ,0, ,0,0,0,0,0,0,10000,50000
85839,85981,1975,I     ,A     , ,BS    ,Environmental Studies,      ,      ,37946,185960,                                                  ,1, ,0,0,0,0,0,0,10000,50000
85851,86048,1972,I     ,A     , ,MED   ,GRO Soc Science,      ,      ,65260,192000,Special Educ Teacher                              ,0, ,0,0,0,0,0,0,10000,50000
85860,86052,1972,I     ,A     , ,BA    ,Group SS Soc,      ,      ,78250,165177,Elementary Teacher                                ,0, ,0,0,0,0,0,0,10000,50000
85908,85933,1979,I     ,A     , ,BS    ,Environmental Studies,      ,      ,40731,167700,Owner                                             ,2, ,0,0,0,0,0,0,10000,50000
85921,85928,1972,I     ,A     ,Parent,BA    ,Art,      ,      ,53249,132000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
85936,85982,1973,I     ,A     , ,BBA   ,Business General,      ,      ,54656,96400,President                                         ,1, ,0,0,0,0,0,0,10000,50000
85975,86027,1972,I     ,A     ,Parent,BS    ,Sociology,I     ,A     ,56890,17500,                                                  ,5,12/17/2015,0,0,50,50,0,215,50000,100000
86008,86022,1974,I     ,A     , ,BS    ,Political Science,      ,      ,58507,141800,                                                  ,0, ,0,0,0,0,0,0,10000,50000
86015,86195,1972,I     ,A     , ,BA    ,Group SS Soc,      ,      ,88238,90000,Reading Teacher                                   ,0, ,0,0,0,0,0,0,10000,50000
86052,86269,1969,I     ,A     , ,BS    ,Biology,      ,      ,53559,515000,Plant Manager             ,15,12/3/2015,0,19,1000,1000,1000,11780,10000,50000
86064,86208,1969,I     ,A     , ,BA    ,English Language and Literature,      ,      ,52267,200000,Executive Director                                ,3,5/5/2015,0,0,0,100,0,400,10000,50000
86214,86314,1976,I     ,A     , ,BA    ,Music,      ,      ,73201,131895,Spanish Teacher                                   ,5,9/27/2011,0,0,0,0,0,150,10000,50000
86416,86436,1974,I     ,A     ,Parent,BBA   ,Business General,      ,      ,44710,200800,Purchasing                                        ,1, ,0,0,0,0,0,0,10000,50000
86446,86575,1972,I     ,A     ,Parent,BS    ,Medical Technology,      ,      ,40808,129400,Medical Technologist                              ,1, ,0,0,0,0,0,0,10000,50000
86473,86696,1977,I     ,A     , ,BS    ,Physical Education,      ,      ,40808,177400,Teacher                                           ,2, ,0,0,0,0,0,0,10000,50000
86513,86697,1971,I     ,A     , ,BA    ,Biology,      ,      ,63241,157500,                                                  ,1,9/15/2006,0,0,0,0,0,330,10000,50000
86517,86760,1967,I     ,A     , ,BA    ,German,I     ,I     ,58814,212500,Teacher                                           ,41,1/26/2015,400,0,0,400,950,5654,10000,50000
86573,86655,1971,I     ,A     , ,BS    ,Economics,      ,      ,44710,226600,                                                  ,11,11/12/2015,0,11,100,25,25,990,10000,50000
86770,86922,1976,I     ,A     , ,BS    ,Anthropology,      ,      ,90600,640500,Preservation Officer                      ,1, ,0,0,0,0,0,0,10000,50000
86829,86974,1971,I     ,A     , ,BPH   ,Environmental Studies,      ,      ,38636,190268,Teacher                                           ,0, ,0,0,0,0,0,0,10000,50000
86925,86926,1978,I     ,A     , ,BS    ,Art,I     ,P     ,42926,599900,                                                  ,1, ,0,0,0,0,0,0,25000,49999
86937,87038,1971,I     ,A     , ,BS    ,Sociology,      ,      ,77631,732300,                                                  ,1, ,0,0,0,0,0,0,50000,100000
86951,86977,1966,I     ,A     , ,BA    ,History,      ,      ,37763,99999,Dir of  Multimedia Ctr ,7, ,0,0,0,0,0,0,1000,10000
87148,87192,1974,I     ,A     , ,BA    ,Sociology,      ,      ,58814,182000,                                                  ,1, ,0,0,0,0,0,0,10000,50000
87257,87431,1974,I     ,A     ,Parent,MBA   ,Accounting,I     ,A     ,42926,540500,Real Estate Assoc.                                ,3, ,0,0,0,0,0,0,10000,50000
87293,87462,1977,I     ,A     , ,BS    ,Physical Education,I     ,A     ,55833,557918,Tchr  Coach                                       ,1, ,0,0,0,0,0,0,10000,50000
87344,87547,1971,I     ,A     , ,BA    ,Sociology,I     ,I     ,80434,779600,                                                  ,1, ,0,0,0,0,0,0,50000,100000
87374,87570,1975,I     ,A     , ,BPH   ,Environmental Studies,      ,      ,63346,462000,Attorney                                          ,0,6/13/1991,0,0,0,0,0,600,10000,50000
87419,87545,1970,I     ,A     , ,BS    ,GRP SS Econ,I     ,A     ,33438,482800,Sales & Office Design                             ,17,10/7/2015,0,24,100,20000,33000,59285,10000,50000
87506,87713,1977,I     ,A     , ,BS    ,Physical Education,      ,      ,106182,322330,Chiropractor                                      ,1, ,0,0,0,0,0,0,10000,50000
87553,87729,1975,I     ,A     , ,BS    ,Group SS Soc,      ,      ,62308,203700,Coordinator                                       ,2, ,0,0,0,0,0,0,10000,50000
87605,87744,1973,I     ,A     , ,BS    ,Physical Education,      ,      ,58125,70200,Elementary Teacher                                ,3, ,0,0,0,0,0,0,1000,10000
87606,87697,1972,I     ,A     ,Parent,BA    ,History,      ,      ,40808,152800,Principal                                         ,1, ,0,0,0,0,0,0,10000,50000
87634,87637,1975,I     ,A     , ,BS    ,Group SS Soc,      ,      ,76550,335600,Superintendent                                    ,1, ,0,0,0,0,0,0,10000,50000
87743,87901,1973,I     ,A     , ,BS    ,Criminal Justice,      ,      ,80830,771319,Forensic Section Chief                            ,0, ,0,0,0,0,0,0,50000,100000
87777,87919,1976,I     ,A     , ,BS    ,Psychology,      ,      ,40808,111200,Social Worker                                     ,1, ,0,0,0,0,0,0,1000,10000
87883,88081,1973,I     ,A     ,Parent,BA    ,English Language and Literature,I     ,A     ,56890,147000,Attorney                                          ,2, ,0,0,0,0,0,0,10000,50000
87898,87985,1973,I     ,A     , ,BS    ,Physical Education,      ,      ,57859,254791,Principle                                         ,3, ,0,0,0,0,0,0,25000,49999
87914,88087,1973,I     ,A     , ,BS    ,Geology,      ,      ,54656,406700,Geologist                                         ,1, ,0,0,0,0,0,0,10000,50000
87921,88065,1971,I     ,A     ,Parent,BS    ,Group SS Soc,      ,      ,55297,149200,Executive Director                                ,1, ,0,0,0,0,0,0,10000,50000
88001,88006,1975,I     ,A     , ,BS    ,Accounting,      ,      ,55297,268800,                                                  ,0, ,0,0,0,0,0,0,10000,50000
88090,88186,1987,I     ,A     ,Parent,MED   ,Special Education,I     ,A     ,38083,129200,                                                  ,1, ,0,0,0,0,0,0,1000,10000
88097,88204,1971,I     ,A     ,Parent,BA    ,English Language and Literature,I     ,A     ,70507,258600,Sales Rep                                         ,4,6/3/2014,0,3,0,0,20,345,10000,50000
88132,88315,1974,I     ,A     , ,BS    ,Group SS Soc,      ,      ,47522,193400,Prison Guard/Counselor                            ,2, ,0,0,0,0,0,0,10000,50000
88167,88382,1969,I     ,A     , ,BA    ,Psychology,      ,      ,132500,202500,Professor                                         ,3, ,0,0,0,0,0,0,10000,50000
88217,88297,1973,I     ,A     , ,BS    ,GRO Soc Science,      ,      ,67412,199600,Teacher                                           ,2, ,0,0,0,0,0,0,10000,50000
88302,88370,1975,I     ,A     , ,BS    ,Art,      ,      ,74626,417600,Teacher/Prog. Coord.                              ,1, ,0,0,0,0,0,0,10000,50000
88317,88459,1974,I     ,A     , ,BA    ,Spanish,      ,      ,112794,481030,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
88339,88355,1974,I     ,A     , ,BPH   ,Environmental Studies,I     ,A     ,62744,217400,Violinist                            ,5, ,0,0,0,0,0,1735,10000,50000
88353,88538,1975,I     ,A     ,Parent,BS    ,Group SS Soc,      ,      ,55297,202000,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
88376,88604,1973,I     ,A     , ,BS    ,Sociology,      ,      ,61907,49600,Case Cst/Disability Exam.                         ,0, ,0,0,0,0,0,0,10000,50000
88383,88419,1975,I     ,A     , ,BA    ,English Language and Literature,I     ,A     ,40808,118200,                                                  ,2,7/13/2005,0,0,0,0,0,180,1000,10000
88410,88520,1973,I     ,A     , ,BBA   ,Business General,      ,      ,70015,203500,                                                  ,0, ,0,0,0,0,0,0,10000,50000
88588,88673,1977,I     ,A     ,Parent,BS    ,Art,      ,      ,32110,278600,Realtor                                           ,2, ,0,0,0,0,0,0,10000,50000
88610,88663,1971,I     ,A     , ,BS    ,Sociology,      ,      ,52267,54000,Pastor                                            ,2, ,0,0,0,0,0,0,10000,50000
88662,88786,1973,I     ,A     ,Parent,BA    ,English Language and Literature,      ,      ,67412,439200,Teacher                                           ,1, ,0,0,0,0,0,0,10000,50000
88673,88832,1977,I     ,A     , ,BS    ,Group SS Soc,      ,      ,70507,191000,                                                  ,3,10/5/2011,0,0,0,0,0,610,10000,50000
88717,88874,1971,I     ,A     , ,BS    ,Biology,      ,      ,48772,155800,Mgr./Diag. Radiology                              ,1, ,0,0,0,0,0,0,10000,50000
88742,88865,1972,I     ,A     , ,BS    ,Chemistry,      ,      ,54446,115400,Sr. Research Manager                              ,0, ,0,0,0,0,0,0,10000,50000
88810,88892,1974,I     ,A     , ,BS    ,Nursing,      ,      ,29588,113700,Self-Employed                                     ,0, ,0,0,0,0,0,0,10000,50000
88884,88935,1974,I     ,A     , ,BBA   ,Business General,      ,      ,39315,495342,President/Auto Dealer                             ,1, ,0,0,0,0,0,0,10000,50000
88885,89117,1974,I     ,A     , ,BA    ,Music,      ,      ,40189,88002,                                                  ,1, ,0,0,0,0,0,0,1000,10000
89012,89258,1968,I     ,A     , ,BA    ,Economics,I     ,I     ,49232,74800,Self-Employed: Construction                       ,10,12/17/2015,0,28,400,400,200,10200,10000,50000
89064,89199,1976,I     ,A     ,Parent,BS    ,Group SS Soc,      ,      ,42926,225300,Director                                          ,1, ,0,0,0,0,0,0,10000,50000
89078,89084,1977,I     ,A     ,Parent,BS    ,Biology,      ,      ,51303,124000,Manufacturing Eng.                                ,7,5/23/2012,0,0,0,0,0,242,10000,50000
89103,89177,1980,I     ,A     ,Parent,BA    ,Music,I     ,A     ,58814,158400,Ofc  Manager                                      ,2, ,0,0,0,0,0,0,10000,50000
89205,89356,1974,I     ,A     , ,BS    ,Physical Education,I     ,I     ,54672,265314,                                                  ,14,10/14/2015,0,3,600,50,600,2310,10000,50000
89303,89470,1972,I     ,A     ,Parent,BS    ,Group SS Soc,      ,      ,27865,113500,Special Educ  Tchr                                ,1, ,0,0,0,0,0,0,1000,10000
89334,89436,1982,I     ,A     ,Parent,BS    ,Music,I     ,P     ,29588,91200,Dir  of Music                   ,3, ,0,0,0,0,0,0,1000,10000
89516,89605,1971,I     ,A     ,Parent,BA    ,English Language and Literature,I     ,A     ,58125,158400,Interpreter for Courts                            ,1, ,0,0,0,0,0,0,10000,50000
89517,89594,1973,I     ,A     ,Parent,BS    ,GRO Soc Science,      ,      ,40808,89200,Financial Cnslt                                   ,1, ,0,0,0,0,0,0,1000,10000
89531,89623,1977,I     ,A     ,Parent,BBA   ,Marketing,      ,      ,52537,241000,Owner                                             ,1, ,0,0,0,0,0,0,10000,50000
89627,89684,1973,I     ,A     , ,BS    ,Mathematics,      ,      ,45163,108400,Substitute Teacher                                ,0, ,0,0,0,0,0,0,1000,10000
89870,89900,1998,I     ,A     , ,MED   ,General Education,      ,      ,47522,548671,Stay At Home Mom                                  ,2, ,0,0,0,0,0,0,50000,99999
90209,90384,2004,I     ,A     , ,BA    ,Psychology,      ,      ,32110,80000,International Service Coordinator                 ,1, ,0,0,0,0,0,25,1000,10000
90499,90722,1995,I     ,A     , ,MSN   ,Nursing,      ,      ,65230,712231,                                                  ,1, ,0,0,0,0,0,0,50000,99999
91150,91167,2002,I     ,A     , ,BS    ,Statistics,      ,      ,60795,353299,Systems Manager                                   ,1,11/23/2009,0,0,0,0,0,30,10000,50000
91572,91606,1994,I     ,A     , ,BA    ,Political Science,      ,      ,75632,284000,                                                  ,2, ,0,0,0,0,0,0,10000,50000
91590,91604,1975,I     ,A     , ,BS    ,Physical Education,      ,      ,47457,149000,Teacher  PE & Coach Track                         ,3,7/22/2009,0,0,0,0,0,125,10000,50000
91730,91985,1986,I     ,A     , ,BS    ,Biomedical Communications,S     ,A     ,39210,130600,RN                                                ,6,12/9/2015,0,7,100,0,150,1420,10000,50000
91765,91924,1994,I     ,A     , ,MED   ,General Education,I     ,A     ,101295,464696,3rd Grade Teacher                                 ,0, ,0,0,0,0,0,0,0,129469
92195,92282,2002,I     ,A     , ,MBA   ,Business General,I     ,A     ,55297,384000,                                                  ,0, ,0,0,0,0,0,0,10000,50000
92216,92435,2002,I     ,A     , ,BS    ,Photography,      ,      ,73843,128920,Photographer/Lab Technition                       ,2, ,0,0,0,0,0,0,10000,50000
92412,92468,1989,I     ,A     , ,BA    ,Economics,I     ,A     ,101295,464696,                                                  ,0, ,0,0,0,0,0,0,0,132458
92773,92774,2002,I     ,A     , ,BBA   ,Accounting,I     ,A     ,58125,237400,Marketing                                         ,1, ,0,0,0,0,0,0,10000,50000
92843,92898,2005,I     ,A     , ,BSN   ,Nursing - RN,      ,      ,56661,154200,                                                  ,0, ,0,0,0,0,0,0,10000,50000
92955,93052,1987,I     ,A     , ,BS    ,Medical Technology,I     ,A     ,74626,196600,Market Researcher                                 ,6,12/23/2015,0,0,50,0,0,1750,10000,50000
92983,93160,1997,I     ,A     , ,BS    ,Health Science,      ,      ,44390,89700,                                                  ,3,10/5/2011,0,0,0,0,0,245,10000,50000
93097,93245,2005,I     ,A     , ,BS    ,Physical Education,      ,      ,40189,165430,6th-9th Grade Physical Education and Health Teache,2, ,0,0,0,0,0,0,10000,50000
93270,93274,1998,I     ,A     , ,BS    ,Health Science,I     ,A     ,81383,59519,Occupation Therapist                              ,1, ,0,0,0,0,0,0,10000,50000
93319,93424,2004,I     ,A     , ,BS    ,Health Science,      ,      ,96661,488586,Physical Therapist                                ,1, ,0,0,0,0,0,0,10000,50000
93437,93450,2002,I     ,A     , ,BSN   ,Nursing,I     ,A     ,67412,230000,Nurse Practitioner                                ,4, ,0,0,0,0,0,0,10000,50000
93466,93621,2001,I     ,A     , ,BS    ,Therapeutic Recreation,I     ,A     ,44691,160300,                                                  ,5, ,0,0,0,0,0,0,10000,50000
93490,93542,1986,I     ,A     , ,BS    ,Criminal Justice,      ,      ,69734,222679,Sheriff                                           ,1, ,0,0,0,0,0,0,0,5866
93546,93678,2000,I     ,A     , ,BBA   ,Finance,      ,      ,72060,123740,Sales                                             ,2, ,0,0,0,0,0,0,10000,50000
93566,93779,1995,I     ,A     , ,BS    ,Economics,      ,      ,77631,960000,Tax Preparer                                      ,1, ,0,0,0,0,0,0,100000,250000
93764,93808,1999,I     ,A     , ,BS    ,Information Systems,I     ,A     ,70507,131600,Administrator                                 ,2, ,0,0,0,0,0,0,10000,50000
93826,93888,1979,I     ,A     , ,MBA   ,Business General,      ,      ,64696,477000,Vice Pres/Sales& Finance                          ,7,10/28/2013,0,5,0,0,100,600,10000,50000
93886,94030,1999,I     ,A     , ,BBA   ,Finance,      ,      ,62487,79355,Underwriting Spec                                 ,1, ,0,0,0,0,0,0,10000,50000
93974,94074,1990,I     ,A     , ,BA    ,English Language and Literature,      ,      ,108477,102100,Teacher                                           ,2, ,0,0,0,0,0,0,10000,50000
94104,94323,1989,I     ,A     , ,BBA   ,Finance,I     ,A     ,70507,522719,                                                  ,0, ,0,0,0,0,0,0,25000,49999
94132,94325,2007,I     ,A     , ,MBA   ,Business General,I     ,I     ,126425,292000,Dean                             ,1, ,0,0,0,0,0,0,0,0
94194,94354,1978,I     ,A     ,Parent,BS    ,Art,I     ,A     ,62744,109142,Supply Chain,1, ,0,0,0,0,0,0,10000,50000
94203,94325,1992,I     ,A     , ,BS    ,Health Science,I     ,A     ,80434,249900,                                                  ,2, ,0,0,0,0,0,0,10000,50000
94227,94337,1980,I     ,A     , ,MBA   ,Business General,      ,      ,55297,849162,                                                  ,1, ,0,0,0,0,0,0,100000,249999
94256,94382,2003,I     ,A     , ,BFA   ,Art,      ,      ,95208,83709,Graphic Designer                                  ,0, ,0,0,0,0,0,0,1000,10000
94287,94454,1974,I     ,A     , ,BS    ,Group SS Soc,      ,      ,91632,414332,Educator                                          ,0, ,0,0,0,0,0,0,10000,50000
94404,94460,2000,I     ,A     , ,BS    ,Information Systems,      ,      ,72602,203698,"Director, Enterprise Infrastructure               ",2, ,0,0,0,0,0,0,10000,50000
94425,94442,1998,I     ,A     , ,BSE   ,Engineering,I     ,A     ,64517,191200,Product Develop  Engr                             ,2, ,0,0,0,0,0,0,10000,50000
94439,94469,2003,I     ,A     , ,BA    ,English Language and Literature,      ,      ,39930,86600,                                                  ,2, ,0,0,0,0,0,0,1000,10000
94468,94609,1997,I     ,A     , ,BBA   ,Accounting,I     ,A     ,44291,119900,                                                  ,1, ,0,0,0,0,0,0,1000,10000
94647,94808,2000,I     ,A     ,Parent,BA    ,French,I     ,A     ,75616,222500,3rd Grade Teacher                                 ,1, ,0,0,0,0,0,0,10000,50000
